<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<OI> 
TATACOMM_F3,01-11-2023,10:54:00,1685.0,1685.0,1685.0,1685.0,1001,17000
TATACOMM_F3,01-11-2023,12:30:00,1695.0,1695.0,1695.0,1695.0,500,17000
TATACOMM_F3,01-11-2023,13:23:00,1695.0,1695.0,1695.0,1695.0,500,17500
TATACOMM_F3,01-11-2023,13:24:00,1660.05,1660.05,1660.05,1660.05,500,17500
TATACOMM_F3,02-11-2023,09:30:00,1704.0,1705.0,1704.0,1705.0,1001,17500
TATACOMM_F3,02-11-2023,09:32:00,1709.25,1709.25,1709.25,1709.25,500,17000
TATACOMM_F3,02-11-2023,09:37:00,1709.25,1709.25,1709.25,1709.25,500,17000
TATACOMM_F3,02-11-2023,10:15:00,1701.3,1701.3,1701.3,1701.3,500,17000
TATACOMM_F3,02-11-2023,11:54:00,1711.0,1711.0,1711.0,1711.0,500,17000
TATACOMM_F3,03-11-2023,14:22:00,1715.85,1715.85,1715.85,1715.85,501,17500
TATACOMM_F3,06-11-2023,14:16:00,1749.0,1749.0,1749.0,1749.0,501,17500
TATACOMM_F3,07-11-2023,10:11:00,1752.45,1752.45,1752.45,1752.45,501,17500
TATACOMM_F3,07-11-2023,14:56:00,1723.0,1723.0,1723.0,1723.0,500,17500
TATACOMM_F3,07-11-2023,15:25:00,1715.75,1715.75,1715.75,1715.75,500,17500
TATACOMM_F3,10-11-2023,09:25:00,1715.0,1715.0,1715.0,1715.0,501,17500
TATACOMM_F3,10-11-2023,11:10:00,1707.65,1707.65,1707.65,1707.65,500,17500
TATACOMM_F3,13-11-2023,11:23:00,1696.0,1696.0,1696.0,1696.0,501,17500
TATACOMM_F3,13-11-2023,11:27:00,1696.0,1696.0,1696.0,1696.0,500,17500
TATACOMM_F3,13-11-2023,12:20:00,1690.9,1690.9,1690.9,1690.9,500,18000
TATACOMM_F3,13-11-2023,12:30:00,1690.9,1690.9,1690.9,1690.9,500,18000
TATACOMM_F3,13-11-2023,13:35:00,1717.6,1717.6,1717.6,1717.6,500,18000
TATACOMM_F3,13-11-2023,15:19:00,1717.6,1717.6,1717.6,1717.6,500,18000
TATACOMM_F3,15-11-2023,11:45:00,1708.0,1708.0,1708.0,1708.0,501,17500
TATACOMM_F3,15-11-2023,12:44:00,1696.0,1696.0,1696.0,1696.0,500,18000
