cost_bps,ts_momentum_index,ts_momentum_ss,ts_mean_reversion_index,ts_mean_reversion_ss,ts_seasonality_index,ts_seasonality_ss,ts_regime_adaptive_index,xs_momentum,xs_mean_reversion,xs_seasonality,xs_residual_momentum
0.0,0.40935572828132216,-0.2669465141849167,-1.8497102142514732,2.0349473228277364,1.993846431208925,1.4874047416541258,-0.6697830134348911,-1.655841828212811,8.53979617563117,1.0566438810794274,-1.8222563053457705
0.1,0.0942100258520746,-0.5997992369265845,-2.0868794615783726,1.780742230618922,1.6811145072890827,1.0391452848090823,-0.961093939846079,-2.0256483719990315,7.433205881378748,0.37786990218465555,-2.1828075209639213
0.2,-0.22006538998950392,-0.9324525177743674,-2.3246098231137795,1.5262569917679896,1.3683065788289162,0.5908713305018289,-1.2529417446748963,-2.395232624000478,6.323859904480493,-0.3005366396448578,-2.5431034224716678
0.3,-0.5334405758043526,-1.2648853403579974,-2.5628685180780337,1.2715039012918912,1.0554664646683156,0.14265845578889322,-1.5452888262187654,-2.7645773597665104,5.211829920277416,-0.9783430045633006,-2.903131243289121
0.4,-0.8458861406576826,-1.5970767685347704,-2.8016222605165946,1.016495329997476,0.7426379838525126,-0.30541784081818124,-1.8380971638399908,-3.1336654169980913,4.0971887109250185,-1.6553176526406526,-3.262878271288111
0.5,-1.1573732556696652,-1.9290059528575432,-3.0408372788560665,0.7612437216466044,0.4298649249633587,-0.7532822028454712,-2.1313283406510637,-3.502479699452187,2.980010147971904,-2.3312306360314174,-3.6223318509479108
0.6,-1.467873662914864,-2.2606521369758457,-3.280479336326877,0.5057615900774651,0.11719101551596546,-1.2008594790477911,-2.424943566857521,-3.8710031808089544,1.860369174044848,-3.0058539845257295,-3.9814793854864785
0.7,-1.7773596836709975,-2.5919946639655778,-3.5205137522331165,0.25006151628349416,-0.19534010852948158,-1.648074786174998,-2.71890370372842,-4.239218908499695,0.7383417836442817,-3.6789620829949174,-4.340308338966385
0.8,-2.0858042260188716,-2.923012982583019,-3.7609054240431687,-0.005843854548469753,-0.5076849330912699,-2.09485357119173,-3.013169288162677,-4.607110007493675,-0.38599499694441725,-4.3503320393019855,-4.698806238374855
0.9,-2.3931807917962664,-3.2536866534387463,-4.00161885027404,-0.2619418160396539,-0.8198000960761048,-2.5411216728307755,-3.30770055781778,-4.974659684041806,-1.5125631306176694,-5.01974404131565,-5.056960675676762
1.0,-2.699463482909862,-3.583995355087402,-4.242618154141821,-0.5182196036584109,-1.13164241722715,-2.9868053823627507,-3.6024574767656663,-5.341851229375433,-2.6412835912907653,-5.686981701743325,-5.414759309840344
