,cagr,volatility,sharpe,sortino,calmar,max_drawdown,win_rate,profit_factor,avg_win_return,avg_loss_return,skewness,kurtosis,total_return,n_periods,gross_leverage,turnover_per_bar,ann_turnover,tcost_bps,cost_drag_ann
ts_momentum_ss,0.18168311783049806,0.20079909731942217,0.9334935114828662,0.9463926592241011,1.283476177757709,-0.1415555044799559,0.5748987854251012,1.2096766869555042,0.007464492619375595,-0.00834507083296636,-2.124003576075242,15.270007039180431,0.17777550696926392,247.0,2.5273309714109446,0.8196443168505925,206.5503678463493,1.0,0.02065503678463493
ts_momentum_index,0.1531425636522019,0.1827646889864928,0.8700525424261726,1.3526932307519037,0.837730993196572,-0.18280637208830985,0.5222672064777328,1.1743499183448567,0.00813804801605927,-0.007575833635102347,1.2059428399440955,10.076657424969751,0.14988700323676718,247.0,1.8318062533161839,0.3157455247570472,79.56787223877589,1.0,0.00795678722387759
xs_momentum,0.07689849966566187,0.13831505904035302,0.6051707014387551,0.7055534720335349,0.7315317993176953,-0.10511983175220219,0.5182186234817814,1.1156428648887327,0.006183582414499598,-0.0059618077798201845,-1.4692001906502434,8.302788953324942,0.07531668263951952,247.0,2.830969462090155,0.8915549547947909,224.6718486082873,1.0,0.02246718486082873
xs_mean_reversion,0.04540268140910908,0.1301937882280333,0.40569298713465335,0.6275636229068906,0.5651508839426945,-0.08033727399020196,0.5222672064777328,1.0762256134677082,0.0056662647414737225,-0.005755740974685021,0.6171846604344274,3.918711442129558,0.04448209236233369,247.0,2.8031629133326836,1.6681792951622845,420.38118238089567,1.0,0.04203811823808957
ts_seasonality_index,0.03920883236832928,0.16244317995825244,0.3176214374248149,0.46357602418914595,0.26305447750916017,-0.14905213832356812,0.5101214574898786,1.056316884851028,0.007528227845058556,-0.0074213635630888215,0.0904710232365078,2.075525057064789,0.03841612603213651,247.0,2.214848134310163,2.357217348935231,594.0187719316782,1.0,0.05940187719316782
xs_residual_momentum,-0.06368397695724226,0.13458520022863266,-0.42178817193486706,-0.6670239719287567,-0.445073186741353,-0.14308652791130994,0.5141700404858299,0.934347949542718,0.006235118841274577,-0.00706250183376027,-0.08461216916195329,0.4878759522103615,-0.0624607246146498,247.0,2.945221404723392,0.8009558055367861,201.8408629952701,1.0,0.02018408629952701
ts_seasonality_ss,-0.12032504879861117,0.19920102400354914,-0.5410746487405198,-0.5419215042968089,-0.7596814890774292,-0.15838881232282764,0.4817813765182186,0.8933118383887874,0.007433358207295853,-0.007736044583053749,-3.4657128725986523,27.743714633423597,-0.11808456544838875,247.0,3.0827445692640354,3.160038155173118,796.3296151036258,1.0,0.07963296151036257
xs_seasonality,-0.1117953164717217,0.11845454510978927,-0.9413703880165561,-1.2438068858756433,-0.6218940696456374,-0.17976585069451456,0.4898785425101215,0.8543293936150937,0.005297570256194797,-0.005954786587355017,-0.701810676258835,2.3002172319054104,-0.10970358377477774,247.0,2.9406165055096225,4.713400873825078,1187.7770202039196,1.0,0.11877770202039198
ts_mean_reversion_index,-0.34078648759306607,0.31820320799695234,-1.1448004026344418,-1.0538633353435687,-0.8779099789601217,-0.3881793074008856,0.242914979757085,0.6982687049944988,0.013771514726279995,-0.010757657118978022,-1.8814264678623478,27.6973788785658,-0.33531350824159156,247.0,1.3429816894406108,0.7992652877849382,201.41485252180442,1.0,0.020141485252180444
ts_regime_adaptive_index,-0.2970092484353224,0.17012716283310048,-1.9849674817236957,-2.670139437106867,-0.9117760902760881,-0.32574801160379985,0.44129554655870445,0.7070870435734826,0.00733046066359946,-0.008188527270106086,-0.31792972000198033,1.646867844155465,-0.2920765059712277,247.0,1.860820463687632,0.6137431446890729,154.66327246164636,1.0,0.015466327246164637
ts_mean_reversion_ss,-0.49314992855856143,0.3043695363752597,-2.070714564462519,-1.9512034370742082,-1.0073913754248018,-0.4895316165979756,0.43724696356275305,0.5438372721983727,0.006819354220822598,-0.0097427876317744,-3.1444359579697605,26.15033234951777,-0.48626982307434785,247.0,1.3001960963764818,1.3997402350596595,352.7345392350342,1.0,0.03527345392350342
