,ts_momentum_index,ts_momentum_ss,ts_mean_reversion_index,ts_mean_reversion_ss,ts_seasonality_index,ts_seasonality_ss,ts_regime_adaptive_index,xs_momentum,xs_mean_reversion,xs_seasonality,xs_residual_momentum
AARTIIND,,0.21831102383992743,,-1.2858851622814136,,-0.8921789051203974,,0.5892378382637516,-0.627599345354032,-0.29138263583596946,-0.347115043635587
ABB,,0.04494415166648043,,-0.4666420903650518,,-1.4457890229751869,,-0.36946990306591837,-0.4482328206730366,-0.06290570383014284,-0.07345989966448352
ABBOTINDIA,,0.5856680594120607,,0.3142861598730004,,0.8443889813993383,,-0.12950188687052733,0.5980960964680373,0.9517804295985615,-1.8830727488089982
ABCAPITAL,,0.17789599640244447,,0.19331248373890858,,1.0051074154335664,,0.13506316940304283,2.4585539401363152,1.1169195647000891,-0.7753906689294738
ABFRL,,-1.0317185012971797,,1.13906925231606,,-2.2338439088760578,,-1.2008198344069785,0.8322572438220824,-1.9328037996889325,-0.7683493019804584
ACC,,0.46979651067672773,,-1.6553408955007456,,-2.3209036405423116,,-0.06818374578497567,-0.3310874495967503,-2.1432680394140164,-0.3894157310805318
ADANIENT,,0.1687665547769156,,-0.6073425586194844,,-0.12826970487653225,,0.12461001949478527,-0.629500203924001,-0.19873267316867618,-0.3606535450663627
ADANIPORTS,,1.2541277810527456,,-1.3312396387348386,,-0.22946830619672567,,0.39715529564278607,0.1421816871790422,-0.31660485787808884,-0.5041284407284082
ALKEM,,1.6545334487918955,,-1.668487378971172,,-0.061238482890436444,,2.2879507086715467,-2.5312734944281727,-0.7276040343618172,2.0198105961297936
AMARAJABAT,,-1.0659024683670972,,-1.0100707475121522,,-19.615835023782033,,-6.212427033699978,-8.054684515807253,-8.962534565473234,-1.8774841352991107
AMBUJACEM,,1.3765074367149759,,-1.793582288411624,,-1.2957276855481732,,0.8549750792014115,-0.19388690052278842,0.568945948818237,0.10307346352780343
APLLTD,,,,,,-12.607458461670522,,-6.85890171696708,-7.482118070239224,-11.603417227565826,
APOLLOHOSP,,-0.02472141752713496,,0.4518087762888813,,0.09831481565488422,,0.1635169662263463,1.3549261749839,0.2282885596049521,-0.3017346960022007
APOLLOTYRE,,-0.2616288453538588,,-0.2417560982146335,,0.2578605320094791,,1.3490914042276878,0.25919636376368244,0.4454836351698016,1.569074264100319
ASHOKLEY,,0.23591174568681275,,1.0451042966782058,,1.67598633251323,,0.19169553790735175,0.21861280489999427,1.4469561716914365,-0.09044684674760181
ASIANPAINT,,0.9569892041307796,,-0.0638792050108282,,-0.6794037987174312,,0.06230480791758942,0.9181762993394321,-1.3467654169153824,0.10330153881592616
ASTRAL,,1.2888370817127768,,-0.8329938619452989,,-0.2894652525087357,,0.30407856285995594,-0.62215699996395,0.24852251693637786,-1.303054176979286
ATUL,,-0.8365746909302016,,-0.5817524510477928,,-0.881310709960595,,0.028573041001936868,1.39034577550328,-0.9368536280550289,-0.7857620682023212
AUBANK,,-1.2924343632987578,,0.9128445188509229,,-0.847527063953495,,-1.0331040130539968,1.1954795465195598,-0.8573411835710248,-0.7410672999071483
