<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<OI> ,
ALKEM_F3,04/10/2023,12:19:00,3414.0000,3414.0000,3414.0000,3414.0000,201,0,
ALKEM_F3,04/12/2023,10:59:00,3421.9500,3421.9500,3421.9500,3421.9500,201,200,
ALKEM_F3,04/21/2023,13:44:00,3427.0000,3427.0000,3427.0000,3427.0000,201,400,
ALKEM_F3,04/24/2023,09:54:00,3448.0000,3448.0000,3448.0000,3448.0000,201,600,
ALKEM_F3,04/24/2023,10:23:00,3448.0000,3448.0000,3448.0000,3448.0000,200,600,
ALKEM_F3,04/26/2023,10:01:00,3456.0000,3456.0000,3456.0000,3456.0000,201,400,
ALKEM_F3,04/26/2023,11:10:00,3452.3999,3452.3999,3452.3999,3452.3999,200,400,
ALKEM_F3,04/26/2023,11:19:00,3450.6001,3450.6001,3450.6001,3450.6001,200,600,
ALKEM_F3,04/26/2023,12:30:00,3435.0000,3435.0000,3435.0000,3435.0000,200,800,
ALKEM_F3,04/26/2023,14:40:00,3435.0000,3435.0000,3435.0000,3435.0000,200,1000,
ALKEM_F3,04/26/2023,14:42:00,3445.0000,3445.0000,3445.0000,3445.0000,200,1000,
ALKEM_F3,04/26/2023,14:50:00,3445.0000,3445.0000,3445.0000,3445.0000,200,1000,
