<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<OI> ,
SHREECEM_F1,06/01/2023,09:15:00,25319.0508,25437.0508,25180.5508,25289.6992,576,269700,
SHREECEM_F1,06/01/2023,09:16:00,25290.0000,25319.0508,25236.1504,25236.1504,225,269700,
SHREECEM_F1,06/01/2023,09:17:00,25289.6992,25319.0996,25270.0000,25319.0996,125,269925,
SHREECEM_F1,06/01/2023,09:18:00,25327.1992,25327.1992,25327.1992,25327.1992,25,269925,
SHREECEM_F1,06/01/2023,09:19:00,25371.4004,25400.0000,25371.4004,25380.0000,175,269925,
SHREECEM_F1,06/01/2023,09:20:00,25399.1504,25399.1504,25370.0000,25370.0000,125,269875,
SHREECEM_F1,06/01/2023,09:21:00,25390.4492,25390.4492,25387.5000,25387.5000,75,269875,
SHREECEM_F1,06/01/2023,09:22:00,25430.5000,25430.5000,25430.5000,25430.5000,25,269875,
SHREECEM_F1,06/01/2023,09:23:00,25444.8496,25450.0000,25444.8496,25450.0000,50,269875,
SHREECEM_F1,06/01/2023,09:24:00,25450.0000,25450.0000,25447.2500,25447.2500,50,269875,
SHREECEM_F1,06/01/2023,09:25:00,25421.0000,25421.0000,25421.0000,25421.0000,25,269875,
SHREECEM_F1,06/01/2023,09:26:00,25416.9492,25450.0000,25416.9004,25432.5508,500,269875,
SHREECEM_F1,06/01/2023,09:27:00,25463.7500,25471.7500,25463.7500,25471.5000,150,269875,
SHREECEM_F1,06/01/2023,09:28:00,25463.9004,25463.9004,25446.5996,25446.5996,175,269875,
SHREECEM_F1,06/01/2023,09:29:00,25457.0000,25457.0000,25440.0000,25440.0000,100,269875,
SHREECEM_F1,06/01/2023,09:30:00,25456.7500,25456.7500,25440.0000,25440.0000,75,269825,
SHREECEM_F1,06/01/2023,09:32:00,25471.5996,25509.0508,25471.5996,25472.5996,425,269825,
SHREECEM_F1,06/01/2023,09:33:00,25489.1992,25491.5996,25488.0000,25491.5996,150,269950,
SHREECEM_F1,06/01/2023,09:34:00,25486.1504,25486.1504,25472.5996,25472.5996,75,269950,
SHREECEM_F1,06/01/2023,09:35:00,25487.5508,25487.5508,25487.5508,25487.5508,25,269950,
SHREECEM_F1,06/01/2023,09:36:00,25461.8008,25461.8008,25461.8008,25461.8008,50,269950,
SHREECEM_F1,06/01/2023,09:37:00,25474.9004,25474.9004,25471.9492,25471.9492,75,269975,
SHREECEM_F1,06/01/2023,09:38:00,25436.2500,25436.2500,25436.2500,25436.2500,25,269900,
SHREECEM_F1,06/01/2023,09:39:00,25436.2500,25444.0000,25436.2500,25444.0000,75,269900,
SHREECEM_F1,06/01/2023,09:41:00,25388.0000,25390.0000,25388.0000,25390.0000,175,269875,
SHREECEM_F1,06/01/2023,09:42:00,25409.3496,25409.3496,25409.3496,25409.3496,25,269875,
SHREECEM_F1,06/01/2023,09:43:00,25427.5508,25427.5508,25427.5508,25427.5508,25,269875,
SHREECEM_F1,06/01/2023,09:44:00,25460.3008,25460.3008,25460.3008,25460.3008,125,269875,
SHREECEM_F1,06/01/2023,09:45:00,25449.5508,25449.5508,25449.5508,25449.5508,125,269875,
SHREECEM_F1,06/01/2023,09:46:00,25460.1992,25460.1992,25460.1992,25460.1992,25,269600,
SHREECEM_F1,06/01/2023,09:47:00,25457.1504,25457.1504,25457.1504,25457.1504,75,269600,
SHREECEM_F1,06/01/2023,09:48:00,25461.8008,25461.8008,25461.8008,25461.8008,25,269600,
SHREECEM_F1,06/01/2023,09:49:00,25471.5996,25471.5996,25466.9004,25466.9004,50,269600,
SHREECEM_F1,06/01/2023,09:50:00,25466.0000,25466.0000,25466.0000,25466.0000,50,269600,
SHREECEM_F1,06/01/2023,09:51:00,25474.7500,25474.7500,25474.7500,25474.7500,25,269600,
SHREECEM_F1,06/01/2023,09:53:00,25444.4492,25444.4492,25444.4492,25444.4492,25,269650,
SHREECEM_F1,06/01/2023,09:54:00,25476.0000,25476.0000,25476.0000,25476.0000,50,269600,
SHREECEM_F1,06/01/2023,09:56:00,25468.0996,25508.4004,25468.0996,25508.4004,175,269575,
SHREECEM_F1,06/01/2023,09:57:00,25516.6992,25540.9004,25516.6992,25537.0508,500,269575,
SHREECEM_F1,06/01/2023,09:58:00,25504.8008,25504.8008,25504.8008,25504.8008,150,269575,
SHREECEM_F1,06/01/2023,09:59:00,25498.6992,25498.6992,25496.0508,25496.0508,75,269850,
SHREECEM_F1,06/01/2023,10:00:00,25494.4004,25494.4004,25494.4004,25494.4004,100,269850,
SHREECEM_F1,06/01/2023,10:01:00,25458.5996,25458.5996,25442.3008,25448.2500,150,269850,
SHREECEM_F1,06/01/2023,10:02:00,25445.5508,25459.4004,25445.5508,25459.4004,50,269850,
SHREECEM_F1,06/01/2023,10:03:00,25472.8008,25472.8008,25472.8008,25472.8008,25,269925,
SHREECEM_F1,06/01/2023,10:04:00,25521.3008,25521.3008,25505.0508,25505.0508,50,269925,
SHREECEM_F1,06/01/2023,10:05:00,25506.9492,25506.9492,25506.9492,25506.9492,75,269925,
SHREECEM_F1,06/01/2023,10:06:00,25476.7500,25476.7500,25450.0508,25450.0508,150,269900,
SHREECEM_F1,06/01/2023,10:07:00,25450.0000,25463.0508,25450.0000,25463.0508,50,269900,
SHREECEM_F1,06/01/2023,10:08:00,25445.9492,25460.3496,25445.9492,25460.3496,75,269900,
SHREECEM_F1,06/01/2023,10:09:00,25435.1992,25435.1992,25435.1992,25435.1992,25,269950,
SHREECEM_F1,06/01/2023,10:10:00,25443.5996,25443.5996,25443.5996,25443.5996,25,269950,
SHREECEM_F1,06/01/2023,10:11:00,25439.1504,25439.1504,25435.0000,25435.0000,150,269950,
SHREECEM_F1,06/01/2023,10:12:00,25413.5508,25421.0996,25410.0000,25421.0996,175,270025,
