,cagr,volatility,sharpe,sortino,calmar,max_drawdown,win_rate,profit_factor,avg_win_return,avg_loss_return,skewness,kurtosis,total_return,n_periods,gross_leverage,turnover_per_bar,ann_turnover,tcost_bps,realized_cost_bps,cost_drag_ann
xs_mean_reversion,0.41889323704086423,0.10789526912736654,3.296765922018628,4.974589558097052,6.447745945272768,-0.06496739179805622,0.4853125,1.123915301817866,0.0010552057112517533,-0.0008852815344702163,0.17555300525028916,5.436477401964016,0.42679513226206933,6400.0,2.7559770182553676,2.1196214560148974,13353.615172893853,0.5,1.059852205700955,1.415285849507329
