cost_bps,xs_mean_reversion
0.0,16.311038562062027
0.1,15.090531113821314
0.2,13.868286921072011
0.3,12.644360178063007
0.4,11.418805516215402
0.5,10.19167799315919
0.6,8.963033081535787
0.7,7.732926657569495
0.8,6.501414989413347
0.9,5.268554725274252
1.0,4.034402881322829
